street,district,rooms,area,price,material,condition,year_built,total_floors
Lüüsi tn 4-1,Kesklinn,2.0,52.6,132000,kivimaja,uus,2019.0,6.0
Kaupmehe tn. 2,Kesklinn,2.0,64.8,194000,paneelmaja,renoveeritud,1934.0,5.0
Toom-Kuninga 15-97,Kesklinn,2.0,55.1,195000,paneelmaja,uus,2019.0,8.0
Sääse 14-38,Mustamäe,4.0,77.4,164900,kivimaja,uus,2019.0,10.0
Muhu 1,Lasnamäe,2.0,49.6,79000,paneelmaja,renoveeritud,1986.0,9.0
Paepargi 50/2-7,Lasnamäe,2.0,58.8,118000,paneelmaja,uus,2020.0,8.0
Astangu 52,Haabersti,3.0,63.9,99900,kivimaja,heas korras,1990.0,13.0
Telliskivi Pelgulinn 41-1,Kesklinn,2.0,38.5,115000,kivimaja,uus,2019.0,3.0
Marati 4,Põhja-Tallinn,2.0,100.9,255000,kivimaja,heas korras,1917.0,4.0
Tööstuse 47d-72,Kesklinn,4.0,117.9,449900,kivimaja,uus,2018.0,5.0
Ristiku tn 87,Põhja-Tallinn,1.0,16.9,45000,kivimaja,renoveeritud,1956.0,2.0
E.Vilde tee 89,Mustamäe,2.0,45.5,77500,paneelmaja,renoveeritud,1964.0,5.0
Tagala 10B-45,Haabersti,3.0,83.2,152000,kivimaja,uus,2019.0,4.0
Arbu 11,Lasnamäe,3.0,66.8,83000,paneelmaja,vajab renoveerimist,1983.0,5.0
Kärberi 52,Lasnamäe,2.0,53.0,71000,paneelmaja,keskmises seisukorras,1986.0,5.0
Lasnamäe 4a,Lasnamäe,3.0,100.0,315000,kivimaja,uus,2018.0,13.0
Paekaare 14,Lasnamäe,3.0,65.8,82900,paneelmaja,renoveeritud,1979.0,9.0
Ehitajate tee 91/2-22,Mustamäe,2.0,45.0,100000,kivimaja,uus,2020.0,8.0
Õismäe tee 16,Haabersti,1.0,32.9,66500,paneelmaja,renoveeritud,1975.0,9.0
Pöörise 10-48,Mustamäe,3.0,64.2,123000,paneelmaja,uus,2019.0,14.0
Liikuri 8a,Lasnamäe,2.0,64.8,110000,kivimaja,heas korras,2006.0,8.0
mustamäe tee 183,Mustamäe,2.0,43.6,93000,paneelmaja,renoveeritud,1966.0,5.0
Liikuri 5-30,Lasnamäe,2.0,51.3,118000,paneelmaja,uus,2020.0,8.0
Pirita tee 26F,Kesklinn,4.0,166.1,550000,kivimaja,uus,2003.0,16.0
Narva mnt 31,Kesklinn,3.0,74.0,159000,kivimaja,renoveeritud,1985.0,7.0
Pöörise 10-78,Mustamäe,3.0,64.2,127000,paneelmaja,uus,2019.0,14.0
Aiandi 5/2-16,Mustamäe,2.0,43.2,101990,kivimaja,uus,2020.0,4.0
Ehitajate tee 70,Mustamäe,3.0,61.0,104000,paneelmaja,renoveeritud,1967.0,5.0
Sõpruse pst. 186,Mustamäe,2.0,49.7,79000,kivimaja,vajab san. remonti,1984.0,9.0
Lasnamäe tn 16,Kesklinn,3.0,71.9,175000,kivimaja,uus,2019.0,6.0
Tagala 10-18,Haabersti,4.0,80.6,152000,paneelmaja,uus,2019.0,4.0
Mäepealse 29-3,Nõmme,2.0,51.2,112900,paneelmaja,uus,2020.0,6.0
Mustakivi tee 25-902,Lasnamäe,3.0,59.6,102900,kivimaja,uus,2018.0,12.0
Astri 19,Nõmme,3.0,59.8,87500,paneelmaja,keskmises seisukorras,1972.0,4.0
Vindi 18a,Kristiine,2.0,45.0,79900,kivimaja,heas korras,1971.0,5.0
Tedre 55,Kristiine,4.0,99.9,245000,kivimaja,heas korras,2014.0,5.0
Paepargi 50/2-30,Lasnamäe,1.0,39.5,86900,paneelmaja,uus,2020.0,8.0
Kadri tee 2,Kadriorg,2.0,85.1,215000,kivimaja,uus,2003.0,3.0
Valge 6A/1-6,Lasnamäe,4.0,116.9,386000,kivimaja,uus,2020.0,3.0
Ristiku 53,Põhja-Tallinn,2.0,41.2,89000,puitmaja,renoveeritud,1910.0,3.0
Mäepealse 29-20,Nõmme,1.0,31.6,87500,paneelmaja,uus,2020.0,6.0
Liikuri 18c-59,Lasnamäe,3.0,59.8,129290,kivimaja,uus,2020.0,7.0
J.Poska 38,Kesklinn,2.0,111.0,195000,puitmaja,renoveeritud,1913.0,2.0
Valge 6A/1-8,Lasnamäe,2.0,69.3,201000,kivimaja,uus,2020.0,3.0
Kivila 2,Lasnamäe,2.0,32.8,62000,paneelmaja,renoveeritud,1972.0,5.0
Linnamäe tee 37,Lasnamäe,3.0,64.9,81999,paneelmaja,vajab san. remonti,1988.0,9.0
Pille 7/3-18,Kesklinn,3.0,79.1,220900,paneelmaja,uus,2019.0,6.0
Kopli 69e,Põhja-Tallinn,1.0,18.9,46000,kivimaja,keskmises seisukorras,1956.0,4.0
A. H. Tammsaare tee 71,Mustamäe,2.0,43.0,74900,paneelmaja,vajab san. remonti,1970.0,9.0
Liikuri 5-32,Lasnamäe,3.0,66.6,144000,paneelmaja,uus,2020.0,8.0
Seebi tn 1-1802,Mustamäe,3.0,70.0,245900,kivimaja,uus,2020.0,20.0
Lüüsi tn 4-41,Kesklinn,4.0,82.1,199000,kivimaja,uus,2019.0,6.0
Rehe 5-1,Mustamäe,3.0,65.6,145900,paneelmaja,uus,2018.0,5.0
Pöörise 10-28,Mustamäe,1.0,33.2,73000,paneelmaja,uus,2019.0,14.0
Narva mnt 6,Kesklinn,3.0,76.6,188000,kivimaja,renoveeritud,1959.0,5.0
Liikuri 18b-8,Lasnamäe,2.0,39.1,99690,kivimaja,uus,2019.0,4.0
Juhtme 26,Kesklinn,1.0,34.0,33000,kivimaja,keskmises seisukorras,1988.0,6.6790013374944275
Rähni 11a,Kristiine,2.0,35.4,105000,kivimaja,heas korras,1938.0,3.0
Järveotsa tee 35A,Haabersti,2.0,50.7,75990,kivimaja,vajab san. remonti,1985.0,9.0
Paepargi 50/1-54,Lasnamäe,3.0,67.1,155000,paneelmaja,uus,2020.0,14.0
Väike-Ameerika tn 1,Kesklinn,2.0,38.2,89900,kivimaja,san. remont tehtud,1961.0,3.0
Tamme 17,Pirita,3.0,107.3,225000,kivimaja,heas korras,2000.0,3.0
Lastekodu 24,Kesklinn,2.0,53.1,99900,paneelmaja,renoveeritud,1973.0,5.0
Lastekodu 25,Kesklinn,2.0,57.9,163500,kivimaja,uus,2007.0,5.0
Jahu 5-33,Kesklinn,3.0,89.3,317900,kivimaja,uus,2020.0,2.0
Asula tn 9,Kesklinn,2.0,53.6,125000,kivimaja,renoveeritud,1950.0,4.0
Supluse pst,Pirita,4.0,181.4,495000,kivimaja,uus,2007.0,4.0
Hirve 27,Nõmme,3.0,144.0,158000,kivimaja,uus,2014.0,6.6790013374944275
Liikuri 18c-16,Lasnamäe,3.0,61.1,130290,kivimaja,uus,2020.0,7.0
Sakala 16,Kesklinn,3.0,75.2,184900,kivimaja,heas korras,1901.0,6.0
Tagala 10A-21,Haabersti,3.0,66.8,129000,kivimaja,uus,2019.0,4.0
Sinimäe 11,Lasnamäe,3.0,65.6,97800,paneelmaja,keskmises seisukorras,1991.0,17.0
Toom-Kuninga 15-102,Kesklinn,1.0,36.9,145000,paneelmaja,uus,2019.0,8.0
Uus-Tatari 16,Kesklinn,4.0,82.4,200000,kivimaja,renoveeritud,1983.0,5.0
Suur-Patarei 6-15,Kesklinn,3.0,64.4,248000,kivimaja,uus,2019.0,6.0
Liikuri 18c-7,Lasnamäe,2.0,40.7,97790,kivimaja,uus,2020.0,7.0
Rännaku pst 16,Nõmme,4.0,77.0,125500,kivimaja,san. remont tehtud,1981.0,5.0
Roosikrantsi tn 15,Kesklinn,4.0,87.5,148750,kivimaja,vajab san. remonti,1912.0,6.6790013374944275
Lüüsi tn 4-9,Kesklinn,4.0,119.2,270000,kivimaja,uus,2019.0,6.0
Puhangu tn. 10,Põhja-Tallinn,1.0,16.0,37500,paneelmaja,renoveeritud,1970.0,5.0
Jahu 5-34,Kesklinn,3.0,64.5,274900,kivimaja,uus,2020.0,2.0
Pöörise 10-30,Mustamäe,3.0,63.6,120000,paneelmaja,uus,2019.0,14.0
Koidu 87,Kesklinn,2.0,45.0,129000,kivimaja,renoveeritud,1952.0,4.0
Kalmistu tee 7a,Nõmme,4.0,90.3,139900,kivimaja,keskmises seisukorras,1998.0,3.0
Gonsiori 29-15,Kesklinn,4.0,101.1,246900,kivimaja,uus,2019.0,6.0
Pae 22,Lasnamäe,2.0,45.8,61900,paneelmaja,keskmises seisukorras,1961.0,5.0
Mustakivi tee 25-1215,Lasnamäe,4.0,97.0,190900,kivimaja,uus,2018.0,12.0
Jahu 1,Põhja-Tallinn,3.0,100.3,279000,kivimaja,renoveeritud,2000.0,5.0
Sääse 14-27,Mustamäe,3.0,58.9,134900,kivimaja,uus,2019.0,10.0
Haljas tee 22,Pirita,3.0,76.3,169900,kivimaja,heas korras,2005.0,3.0
Magdaleena tn 3,Kesklinn,4.0,98.8,189000,kivimaja,renoveeritud,1995.0,5.0
Lüüsi tn 4-14,Kesklinn,2.0,57.0,142000,kivimaja,uus,2019.0,6.0
Paepargi 50/2-23,Lasnamäe,2.0,61.1,133000,paneelmaja,uus,2020.0,8.0
Nafta tn 16,Kadriorg,3.0,96.3,204990,paneelmaja,heas korras,1998.0,6.0
Kuldnoka 11,Kristiine,3.0,59.9,98000,paneelmaja,renoveeritud,1973.0,9.0
Pirita tee 20a-B48,Kesklinn,2.0,63.5,229000,paneelmaja,uus,2017.0,10.0
Lahepea 9-43,Haabersti,3.0,77.9,199900,kivimaja,uus,2018.0,4.0
Sütiste tee 9,Mustamäe,2.0,43.0,79990,paneelmaja,renoveeritud,1970.0,5.0
Liikuri 20,Lasnamäe,3.0,69.4,123000,kivimaja,uus,1990.0,5.0
Lembitu 7,Kesklinn,3.0,75.0,215000,kivimaja,renoveeritud,1955.0,5.0
Valge tn 16-72,Lasnamäe,1.0,24.4,67000,paneelmaja,uus,2019.0,5.0
P. Pinna tn 6a,Lasnamäe,2.0,54.4,122900,kivimaja,uus,2016.0,11.0
Mooni 60,Kristiine,3.0,59.0,99500,paneelmaja,renoveeritud,1974.0,9.0
Pöörise 10-67,Mustamäe,2.0,45.4,96000,paneelmaja,uus,2019.0,14.0
Pallasti 34b,Lasnamäe,2.0,53.3,94900,kivimaja,heas korras,1983.0,5.0
Paldiski mnt 157,Haabersti,3.0,66.3,88000,paneelmaja,renoveeritud,1977.0,6.6790013374944275
Pille 9/4-83,Kesklinn,3.0,84.0,223900,paneelmaja,uus,2020.0,4.0
Oja 2,Haabersti,3.0,76.1,129300,kivimaja,renoveeritud,2004.0,4.0
Tagala 10B-37,Haabersti,2.0,66.4,121000,kivimaja,uus,2019.0,4.0
Aiandi 5/3-9,Mustamäe,3.0,61.0,125590,kivimaja,uus,2020.0,8.0
Andrekse tee 104,Pirita,3.0,62.2,150000,kivimaja,uus,2003.0,4.0
Pöörise 10-5,Mustamäe,4.0,74.9,142000,paneelmaja,uus,2019.0,14.0
Viru väljak 6,Kesklinn,2.0,87.3,275000,paneelmaja,renoveeritud,2004.0,11.0
Randla 15,Põhja-Tallinn,1.0,17.1,32900,kivimaja,renoveeritud,1977.0,9.0
Kadaka tee 175,Mustamäe,2.0,41.9,82900,paneelmaja,renoveeritud,1976.0,5.0
Sammu 6A-26,Kristiine,3.0,76.0,176900,paneelmaja,uus,2019.0,5.0
Valdeku 118a,Nõmme,2.0,43.6,77700,paneelmaja,renoveeritud,1969.0,5.0
Õismäe tee 27,Haabersti,1.0,31.7,63000,paneelmaja,heas korras,1972.0,5.0
Pöörise 10-68,Mustamäe,3.0,53.2,114000,paneelmaja,uus,2019.0,14.0
Paepargi 50/2-26,Lasnamäe,3.0,68.8,148000,paneelmaja,uus,2020.0,8.0
Tagala 10B-61,Haabersti,3.0,83.2,154000,kivimaja,uus,2019.0,4.0
K.Kärberi 4,Lasnamäe,3.0,64.7,95000,paneelmaja,renoveeritud,1985.0,9.0
Ümera 28B-10,Lasnamäe,2.0,45.6,81800,paneelmaja,uus,2020.0,9.0
Valge tn 10-24,Lasnamäe,1.0,27.2,83900,kivimaja,uus,2019.0,4.0
Kuldnoka 13,Kristiine,3.0,60.9,90000,paneelmaja,vajab san. remonti,1973.0,5.0
Pille 7/3-2,Kesklinn,3.0,64.8,187900,paneelmaja,uus,2019.0,6.0
Juhkentali 30,Kesklinn,3.0,72.3,125000,kivimaja,vajab san. remonti,1968.0,5.0
Tagala 10A-3,Haabersti,3.0,71.0,130000,kivimaja,uus,2019.0,4.0
Kopliranna 10,Põhja-Tallinn,2.0,45.3,69900,puitmaja,vajab renoveerimist,1955.0,2.0
Vasara tn 6,Põhja-Tallinn,3.0,68.4,95000,kivimaja,vajab san. remonti,1955.0,3.0
Tehnika 99-12,Kesklinn,3.0,75.0,149000,kivimaja,renoveeritud,1960.0,3.0
Energia 4,Kristiine,2.0,41.1,88000,paneelmaja,renoveeritud,1962.0,5.0
Vilde tee 98,Mustamäe,1.0,29.8,54500,paneelmaja,renoveeritud,1970.0,5.0
Narva mnt 174b,Lasnamäe,4.0,81.9,142000,kivimaja,uus,2006.0,3.0
Lasnamäe 4a,Kesklinn,2.0,65.4,245000,paneelmaja,uus,2018.0,13.0
Aiandi 5/3-2,Mustamäe,3.0,59.5,122590,kivimaja,uus,2020.0,8.0
Õismäe tee 53-17,Haabersti,2.0,46.7,75000,paneelmaja,keskmises seisukorras,1974.0,5.0
Jahu 5-17,Põhja-Tallinn,3.0,79.4,259900,kivimaja,uus,2020.0,3.0
Kalevipoja põik 10,Lasnamäe,3.0,65.9,105000,kivimaja,renoveeritud,1989.0,16.0
Pille 7/2-6,Kesklinn,3.0,79.1,207900,paneelmaja,uus,2019.0,6.0
Mäepealse 20,Mustamäe,3.0,75.7,161900,kivimaja,uus,2015.0,6.0
Männiku tee 111-7,Nõmme,2.0,38.4,52900,puitmaja,keskmises seisukorras,1939.0,2.0
Lasnamäe 4A,Kesklinn,2.0,56.5,169000,paneelmaja,uus,2018.0,13.0
Tiiu 3-7,Kesklinn,1.0,35.6,114900,paneelmaja,uus,2019.0,4.0
Erika 15,Põhja-Tallinn,3.0,86.2,230000,kivimaja,uus,2016.0,4.0
Liikuri 18c-48,Lasnamäe,2.0,40.0,99790,kivimaja,uus,2020.0,7.0
Liikuri 18c-42,Lasnamäe,2.0,43.9,100790,kivimaja,uus,2020.0,7.0
Lasnamäe 4A,Kesklinn,4.0,96.7,241355,paneelmaja,uus,2018.0,13.0
Sõpruse pst 211,Mustamäe,4.0,89.6,159000,kivimaja,renoveeritud,1972.0,9.0
Võistluse 6-82,Kesklinn,2.0,40.9,141432,kivimaja,uus,2019.0,14.0
Ranna tee 46a,Pirita,3.0,81.2,194500,paneelmaja,uus,2015.0,3.0
Kärberi 8,Lasnamäe,4.0,64.4,92900,paneelmaja,heas korras,1984.0,9.0
Liikuri 18c-8,Lasnamäe,3.0,62.1,128290,kivimaja,uus,2020.0,7.0
Toom-Kuninga 15-98,Kesklinn,2.0,41.4,155000,paneelmaja,uus,2019.0,8.0
Vabaõhumuuseumi tee,Haabersti,3.0,117.7,487700,kivimaja,uus,2017.0,8.0
Uus-Sadama 18-18,Kesklinn,2.0,39.0,74000,kivimaja,vajab renoveerimist,1972.0,4.0
Ümera 2,Lasnamäe,5.0,79.1,124000,paneelmaja,renoveeritud,1986.0,9.0
Valdeku 105,Nõmme,1.0,16.0,35000,paneelmaja,renoveeritud,1966.0,5.0
Vana-Kalamaja 6-7,Põhja-Tallinn,3.0,74.2,237000,kivimaja,uus,2019.0,4.0
Lootsi 3,Kesklinn,3.0,93.0,250000,kivimaja,uus,2007.0,6.0
Lüüsi tn 4-44,Kesklinn,3.0,75.1,185000,kivimaja,uus,2019.0,6.0
Pikk tn 44,Vanalinn,6.0,175.6,384000,kivimaja,keskmises seisukorras,1829.0,4.0
Astangu 36,Haabersti,2.0,40.0,68900,kivimaja,renoveeritud,1980.0,5.0
Tööstuse 47d-68,Kesklinn,4.0,133.1,527900,kivimaja,uus,2018.0,5.0
Kopli 42,Põhja-Tallinn,3.0,71.0,135000,puitmaja,san. remont tehtud,1917.0,2.0
Vilde tee 86,Mustamäe,3.0,46.5,76000,paneelmaja,heas korras,1967.0,5.0
Ehte 5,Põhja-Tallinn,2.0,43.8,69000,paneelmaja,vajab san. remonti,1967.0,5.0
Tagala 10A-32,Haabersti,3.0,66.8,133000,kivimaja,uus,2019.0,4.0
Õismäe tee 118,Haabersti,3.0,65.6,99200,paneelmaja,renoveeritud,1976.0,9.0
Seebi tn 1-2004,Kesklinn,4.0,126.0,750000,kivimaja,uus,2020.0,20.0
Pärnu mnt 233/1,Nõmme,2.0,26.7,65000,puitmaja,renoveeritud,1916.0,2.0
Köleri 14-5,Kadriorg,2.0,64.9,167000,puitmaja,uus,2019.0,3.0
J.Poska 38,Kadriorg,2.0,111.0,195000,puitmaja,renoveeritud,1913.0,2.0
Valge 6A/1-5,Lasnamäe,2.0,76.0,217000,kivimaja,uus,2019.0,3.0
Tuulemaa 15,Põhja-Tallinn,2.0,55.1,80000,kivimaja,heas korras,1957.0,3.0
Valge tn 10e-35,Lasnamäe,3.0,52.9,143900,kivimaja,uus,2020.0,6.6790013374944275
Kõlviku tee 7-16,Pirita,2.0,59.1,110000,kivimaja,heas korras,2005.0,3.0
Majaka 8,Lasnamäe,1.0,30.0,70000,paneelmaja,heas korras,1960.0,5.0
Koidu tn 104,Kesklinn,2.0,37.0,95000,kivimaja,vajab renoveerimist,1960.0,4.0
Hermanni 2,Kesklinn,3.0,76.7,142000,kivimaja,renoveeritud,1999.0,6.0
Lahepea 9-43,Põhja-Tallinn,3.0,77.9,199900,kivimaja,uus,2018.0,4.0
Vabriku 31/2,Põhja-Tallinn,2.0,52.1,108000,puitmaja,renoveeritud,1931.0,4.0
Raua 59-27,Kadriorg,2.0,45.9,149900,paneelmaja,uus,2018.0,6.0
Vabriku 37,Põhja-Tallinn,1.0,31.0,79000,palkmaja,renoveeritud,1917.0,2.0
Liikuri 18c-5,Lasnamäe,3.0,62.2,131290,kivimaja,uus,2020.0,7.0
Ümera 54,Lasnamäe,3.0,65.2,98000,paneelmaja,renoveeritud,1987.0,16.0
J. Vilmsi 44,Kadriorg,2.0,60.0,163000,kivimaja,heas korras,1998.0,5.0
Vilde tee 87,Mustamäe,2.0,46.8,73000,paneelmaja,renoveeritud,1965.0,5.0
Lauri tee 7/2,Pirita,4.0,112.0,264000,kivimaja,uus,2019.0,2.0
Liikuri 38,Lasnamäe,3.0,67.4,95000,kivimaja,heas korras,1985.0,5.0
Tagala 10A-11,Haabersti,3.0,71.0,132000,kivimaja,uus,2019.0,4.0
Siili 13,Kristiine,3.0,71.2,124990,kivimaja,renoveeritud,1985.0,5.0
Narva mnt 174c/2,Lasnamäe,2.0,51.1,99900,kivimaja,keskmises seisukorras,2006.0,4.0
Maleva põik 3,Põhja-Tallinn,2.0,78.6,99000,kivimaja,renoveeritud,1970.0,5.0
Viru Väljak 6,Kesklinn,2.0,87.3,274900,paneelmaja,heas korras,2004.0,11.0
Lahepea 9-52,Põhja-Tallinn,3.0,81.6,205000,kivimaja,uus,2019.0,4.0
Pae 68,Lasnamäe,3.0,65.1,102900,kivimaja,heas korras,1985.0,14.0
Suur-Patarei 20-24,Põhja-Tallinn,3.0,110.0,423175,paneelmaja,uus,2019.0,5.0
Pille 9/2-46,Kesklinn,3.0,68.3,191900,paneelmaja,uus,2020.0,6.0
Suur-Patarei tn 25,Kesklinn,1.0,31.9,83500,kivimaja,renoveeritud,1961.0,5.0
Puhangu 4,Põhja-Tallinn,3.0,48.7,70000,kivimaja,vajab renoveerimist,1964.0,4.0
Kalju 7,Põhja-Tallinn,3.0,78.2,160000,kivimaja,heas korras,1996.0,5.0
Narva mnt 40-311,Kesklinn,1.0,30.2,139000,kivimaja,uus,2018.0,4.0
Kärneri 1,Haabersti,3.0,76.4,159990,paneelmaja,heas korras,2007.0,8.0
Jakobsoni 7-20,Kesklinn,4.0,84.6,242800,paneelmaja,uus,2017.0,5.0
Videviku 15-7,Kesklinn,3.0,73.7,225000,kivimaja,uus,2019.0,5.0
Liikuri 18a-37,Lasnamäe,2.0,43.0,101690,kivimaja,uus,2019.0,7.0
Jalami tn 1-3,Haabersti,3.0,69.4,137900,paneelmaja,uus,2019.0,8.0
Raua 24,Kesklinn,1.0,26.4,78500,kivimaja,heas korras,1959.0,4.0
Järve 2-220,Kristiine,2.0,58.1,180600,paneelmaja,uus,2019.0,18.0
Lehe 27,Kristiine,2.0,42.1,115000,kivimaja,uus,2007.0,3.0
Kuklase 6,Mustamäe,1.0,29.8,65000,paneelmaja,renoveeritud,1966.0,5.0
Seebi tn 1-308,Kristiine,2.0,48.3,114900,kivimaja,uus,2020.0,20.0
Narva mnt 148,Lasnamäe,2.0,56.8,110000,paneelmaja,heas korras,2008.0,8.0
Õismäe tee 82,Haabersti,3.0,68.5,98500,paneelmaja,san. remont tehtud,1975.0,9.0
Paepargi 50/1-23,Lasnamäe,2.0,56.5,120000,paneelmaja,uus,2020.0,14.0
Liikuri 18c-53,Lasnamäe,2.0,40.4,99790,kivimaja,uus,2020.0,7.0
Vabaduse pst 82,Nõmme,3.0,80.2,129900,kivimaja,vajab renoveerimist,1936.0,2.0
Sõstra 4,Kristiine,1.0,28.2,62600,paneelmaja,keskmises seisukorras,1974.0,9.0
Mäepealse 4,Mustamäe,3.0,58.0,128900,kivimaja,uus,2013.0,6.0
Sinimäe 6,Lasnamäe,1.0,32.8,59000,paneelmaja,renoveeritud,1987.0,5.0
Aiandi 5/1-5,Mustamäe,3.0,60.7,127590,kivimaja,uus,2020.0,6.0
Valge 6A/2-15,Lasnamäe,4.0,77.2,189000,kivimaja,uus,2020.0,4.0
Tungla 19,Nõmme,5.0,128.2,265000,kivimaja,heas korras,2006.0,2.0
Koskla 20,Kristiine,2.0,66.3,117000,kivimaja,keskmises seisukorras,2004.0,3.0
Ilmarise 23,Nõmme,4.0,87.5,124900,kivimaja,vajab renoveerimist,1972.0,6.0
Sõle 45,Põhja-Tallinn,2.0,47.0,75000,paneelmaja,renoveeritud,1966.0,5.0
Tagala 10B-60,Haabersti,3.0,66.8,133000,kivimaja,uus,2019.0,4.0
Kadaka tee 145,Mustamäe,4.0,92.4,194900,kivimaja,uus,2018.0,8.0
Valge tn 16-107,Lasnamäe,1.0,28.1,79000,kivimaja,uus,2019.0,5.0
Tagala 10A-10,Haabersti,4.0,80.6,149000,kivimaja,uus,2019.0,4.0
Narva mnt. 19,Kesklinn,3.0,73.6,160000,kivimaja,renoveeritud,1979.0,8.0
J. Kunderi tn 23/1,Kesklinn,2.0,42.8,72000,kivimaja,vajab san. remonti,1932.0,4.0
Sääse 14-22,Mustamäe,3.0,58.9,132900,kivimaja,uus,2019.0,10.0
Õle 10,Põhja-Tallinn,5.0,125.0,190000,puitmaja,renoveeritud,1910.0,2.0
Kolde pst 72-14,Põhja-Tallinn,2.0,56.2,144490,kivimaja,uus,2018.0,8.0
Paepargi 50/1-2,Lasnamäe,4.0,102.7,185000,paneelmaja,uus,2020.0,14.0
Narva mnt 40,Kesklinn,1.0,18.3,98900,kivimaja,uus,2019.0,6.0
Jahu 5-47,Põhja-Tallinn,3.0,70.7,274900,kivimaja,uus,2020.0,3.0
Pikri 5,Lasnamäe,3.0,64.7,81900,paneelmaja,vajab renoveerimist,1982.0,9.0
p. süda 9/1,Kesklinn,3.0,64.9,135000,palkmaja,vajab renoveerimist,1936.0,3.0
Priisle tee 30-20,Lasnamäe,1.0,33.2,75700,paneelmaja,uus,2019.0,3.0
Paepargi 50/1-15,Lasnamäe,3.0,63.8,131000,paneelmaja,uus,2020.0,14.0
Kase 68,Pirita,3.0,67.7,145900,paneelmaja,heas korras,2006.0,5.0
Raua 59-10,Kadriorg,2.0,49.5,151900,paneelmaja,uus,2018.0,6.0
Pöörise 10-55,Mustamäe,2.0,45.4,96000,paneelmaja,uus,2019.0,14.0
Vabaõhumuuseumi tee 1-16,Haabersti,4.0,146.3,350000,kivimaja,keskmises seisukorras,2017.0,8.0
Tammsaare tee 121,Mustamäe,2.0,43.0,69000,paneelmaja,keskmises seisukorras,1967.0,5.0
Astangu 20-168,Haabersti,3.0,76.9,160100,paneelmaja,uus,2019.0,5.0
Narva mnt 116,Kesklinn,4.0,107.1,314900,kivimaja,uus,2019.0,4.0
Pöörise 7-5,Mustamäe,2.0,45.0,98000,paneelmaja,uus,2019.0,12.0
Endla 92,Kristiine,3.0,68.8,135000,kivimaja,renoveeritud,1959.0,4.0
Tõllu 7,Põhja-Tallinn,1.0,40.8,83778,kivimaja,heas korras,1930.0,4.0
Võidujooksu 8C-14,Kadriorg,2.0,44.3,109000,paneelmaja,uus,2019.0,5.0
Päevalille tn 9,Haabersti,2.0,52.3,87000,paneelmaja,renoveeritud,1982.0,17.0
J. Koorti 10,Lasnamäe,3.0,64.6,93000,paneelmaja,renoveeritud,1980.0,9.0
Liivalaia 29,Kesklinn,2.0,47.1,115000,paneelmaja,renoveeritud,1976.0,7.0
Ümera 28b,Lasnamäe,2.0,45.6,80800,paneelmaja,uus,2020.0,9.0
Pille 7/4-5,Kesklinn,3.0,79.1,207900,paneelmaja,uus,2019.0,6.0
Sõlme 3-4,Nõmme,1.0,14.3,32000,kivimaja,uus,2015.0,3.0
Sõpruse pst 159b,Kristiine,3.0,46.1,109500,kivimaja,renoveeritud,2004.0,8.0
Valge tn 10e-1,Lasnamäe,3.0,64.2,146900,kivimaja,uus,2019.0,4.0
Tildri 7-6,Kristiine,4.0,97.4,229000,kivimaja,uus,2020.0,2.0
Hansu 38/1,Haabersti,3.0,69.3,120000,kivimaja,renoveeritud,2004.0,3.0
K. Kärberi tn 11,Lasnamäe,1.0,32.7,59500,paneelmaja,heas korras,1985.0,9.0
Madala 16-86,Põhja-Tallinn,3.0,65.1,165000,kivimaja,uus,2018.0,14.0
Narva mnt 122,Kesklinn,3.0,86.3,209900,kivimaja,uus,2015.0,5.0
Köleri 16b,Kadriorg,7.0,184.2,650000,puitmaja,renoveeritud,2017.0,6.6790013374944275
Sõle 58,Põhja-Tallinn,1.0,16.0,35000,kivimaja,renoveeritud,1972.0,5.0
Sütiste tee 19a,Mustamäe,3.0,72.4,151900,paneelmaja,uus,2007.0,7.0
Tartu mnt 50a,Kesklinn,4.0,95.6,229000,kivimaja,uus,2012.0,13.0
Õismäe tee 30,Haabersti,2.0,49.4,76000,paneelmaja,renoveeritud,1974.0,9.0
Õismäe tee 72,Haabersti,3.0,65.4,90000,paneelmaja,keskmises seisukorras,1975.0,9.0
Mustamäe tee 167,Mustamäe,3.0,60.0,85900,paneelmaja,heas korras,1971.0,9.0
C. R. Jakobsoni tn 13-11,Kesklinn,3.0,63.1,185000,paneelmaja,uus,2019.0,6.0
Pille 7/4-15,Kesklinn,3.0,68.5,198900,paneelmaja,uus,2019.0,6.0
Kärneri 5-3,Haabersti,2.0,60.9,135000,kivimaja,uus,2013.0,4.0
Magasini 3j-7,Kesklinn,4.0,86.9,225940,kivimaja,uus,2019.0,3.0
Merirahu 4,Haabersti,2.0,38.8,121000,kivimaja,renoveeritud,2007.0,4.0
V.Reimani 4-13,Kesklinn,2.0,59.0,195000,kivimaja,heas korras,1952.0,5.0
Mustamäe tee 181,Mustamäe,3.0,66.7,109000,paneelmaja,renoveeritud,1968.0,9.0
Vääna 7,Nõmme,3.0,64.2,145000,kivimaja,heas korras,2008.0,3.0
Gonsiori 29-45,Kesklinn,3.0,80.3,211900,kivimaja,uus,2019.0,6.0
Suur-Patarei 6-3,Põhja-Tallinn,4.0,91.8,295000,kivimaja,uus,2019.0,6.0
Paepargi 50/2-32,Lasnamäe,3.0,68.8,150000,paneelmaja,uus,2020.0,8.0
